TIME ms, IN1, OUT1
-1.226, 0.657642, -0.23358
-1.23, 0.682056, -0.184793
-1.235, 0.608814, -0.135888
-1.24, 0.657642, -0.086894
-1.245, 0.608814, -0.037841
-1.25, 0.5844, 0.011242
-1.255, 0.682056, 0.060324
-1.26, 0.657642, 0.109377
-1.265, 0.682056, 0.158371
-1.27, 0.70647, 0.207276
-1.274, 0.657642, 0.256063
-1.279, 0.657642, 0.304703
-1.284, 0.608814, 0.353165
-1.289, 0.70647, 0.401422
-1.294, 0.70647, 0.449444
-1.299, 0.70647, 0.497202
-1.304, 0.730884, 0.544667
-1.309, 0.755299, 0.591811
-1.313, 0.755299, 0.638605
-1.318, 0.755299, 0.685021
-1.323, 0.730884, 0.731032
-1.328, 0.70647, 0.776608
-1.333, 0.730884, 0.821724
-1.338, 0.730884, 0.866352
-1.343, 0.730884, 0.910464
-1.348, 0.730884, 0.954035
-1.353, 0.70647, 0.997038
-1.357, 0.70647, 1.039447
-1.362, 0.70647, 1.081237
-1.367, 0.755299, 1.122382
-1.372, 0.755299, 1.162858
-1.377, 0.682056, 1.20264
-1.382, 0.682056, 1.241705
-1.387, 0.730884, 1.280028
-1.392, 0.70647, 1.317587
-1.396, 0.755299, 1.354359
-1.401, 0.70647, 1.390323
-1.406, 0.608814, 1.425455
-1.411, 0.633228, 1.459736
-1.416, 0.70647, 1.493144
-1.421, 0.633228, 1.525659
-1.426, 0.535572, 1.557262
-1.431, 0.389088, 1.587934
-1.436, 0.437916, 1.617656
-1.44, 0.486744, 1.646411
-1.445, 0.437916, 1.674181
-1.45, 0.437916, 1.700948
-1.455, 0.389088, 1.726699
-1.46, 0.437916, 1.751415
-1.465, 0.364674, 1.775084
-1.47, 0.389088, 1.79769
-1.475, 0.437916, 1.81922
-1.479, 0.364674, 1.839661
-1.484, 0.364674, 1.859
-1.489, 0.389088, 1.877227
-1.494, 0.437916, 1.894329
-1.499, 0.315845, 1.910298
-1.504, 0.193775, 1.925122
-1.509, 0.364674, 1.938793
-1.514, 0.389088, 1.951304
-1.519, 0.46233, 1.962645
-1.523, 0.389088, 1.972812
-1.528, 0.608814, 1.981796
-1.533, 0.608814, 1.989594
-1.538, 0.608814, 1.9962
-1.543, 0.486744, 2.001611
-1.548, 0.608814, 2.005822
-1.553, 0.633228, 2.008832
-1.558, 0.511158, 2.010639
-1.563, 0.437916, 2.011241
-1.567, 0.535572, 2.010639
-1.572, 0.682056, 2.008832
-1.577, 0.559986, 2.005822
-1.582, 0.364674, 2.00161
-1.587, 0.633228, 1.9962
-1.592, 0.633228, 1.989594
-1.597, 0.486744, 1.981796
-1.602, 0.364674, 1.972811
-1.606, 0.535572, 1.962645
-1.611, 0.5844, 1.951303
-1.616, 0.437916, 1.938793
-1.621, 0.364674, 1.925122
-1.626, 0.511158, 1.910297
-1.631, 0.608814, 1.894329
-1.636, 0.364674, 1.877226
